iter	RMSE
338	2030.421126
339	2023.26404
340	2015.909695
341	2007.791983
342	2000.151346
343	1994.420488
344	1986.992446
345	1978.521467
346	1970.504667
347	1962.761718
348	1955.821708
349	1948.925649
350	1941.240404
351	1933.636016
352	1926.797123
353	1920.505052
354	1916.264544
355	1909.089822
356	1902.545294
357	1896.64154
358	1890.497591
359	1884.600903
360	1877.215978
361	1871.235298
362	1864.327134
363	1859.259153
364	1853.216425
365	1846.818108
366	1839.999974
367	1834.829185
368	1828.863295
369	1822.811354
370	1817.119075
371	1811.340687
372	1804.998076
373	1798.385673
374	1792.554041
375	1786.79259
376	1780.774725
377	1775.629086
378	1770.572078
379	1764.877315
380	1759.072761
381	1753.717745
382	1748.729811
383	1743.787481
384	1740.415017
385	1735.275691
386	1729.016607
387	1723.714749
388	1719.220809
389	1714.577896
390	1710.225897
391	1705.324825
392	1699.928605
393	1695.793322
394	1689.948602
395	1684.998357
396	1680.647756
397	1675.720013
398	1672.43036
399	1668.271128
400	1664.262979
401	1660.665741
402	1656.929812
403	1652.372666
404	1647.197033
405	1642.059778
406	1638.810711
407	1634.656351
408	1630.8543
409	1626.973239
410	1623.107569
411	1618.797702
412	1613.966994
413	1609.791753
414	1606.26281
415	1601.938691
416	1597.905045
417	1593.828917
418	1590.342528
419	1586.933577
420	1584.596421
421	1581.534675
422	1577.625376
423	1574.373005
424	1571.198594
425	1567.71865
426	1563.82064
427	1560.179308
428	1556.525377
429	1553.536057
430	1550.079247
431	1546.269877
432	1542.817182
433	1539.481878
434	1536.026419
435	1533.571399
436	1530.497033
437	1527.26818
438	1524.506145
439	1521.128509
440	1517.618641
441	1514.581585
442	1511.828183
443	1509.005376
444	1505.34063
445	1502.449476
446	1499.336167
447	1496.35581
448	1493.238419
449	1489.783481
450	1486.987966
451	1484.200296
452	1481.45287
453	1478.289405
454	1475.686757
455	1472.820054
456	1470.497296
457	1468.391991
458	1465.972759
459	1462.887877
460	1460.046507
461	1457.358522
462	1454.912793
463	1453.319657
464	1450.124461
465	1447.132229
466	1444.915467
467	1442.844675
468	1440.502608
469	1437.870457
470	1435.458537
471	1433.15499
472	1430.643675
473	1428.386177
474	1425.717999
475	1423.050781
476	1420.49423
477	1417.98077
478	1415.303215
479	1412.747375
480	1410.97556
481	1408.848512
482	1406.300956
483	1404.049085
484	1401.753203
485	1399.247801
486	1397.073221
487	1395.326995
488	1393.406315
489	1391.169069
490	1388.80774
491	1386.681013
492	1384.818493
493	1382.428507
494	1380.271926
495	1378.423558
496	1376.115454
497	1374.190787
498	1372.333877
499	1370.202344
500	1367.980611
501	1365.068997
502	1363.069637
503	1360.7626
504	1358.447928
505	1356.366876
506	1354.047395
507	1351.966824
508	1350.290158
509	1348.698478
510	1346.290734
511	1344.328517
512	1342.740342
513	1340.785202
514	1339.168573
515	1337.027575
516	1335.102187
517	1332.98452
518	1330.221186
519	1328.355394
520	1326.630428
521	1325.188496
522	1323.519903
523	1321.359685
524	1320.017342
525	1318.443613
526	1316.459595
527	1314.493589
528	1313.1138
529	1311.317725
530	1309.347183
531	1307.934443
532	1306.520392
533	1304.984293
534	1303.166082
535	1301.4725
536	1299.831896
537	1298.22937
538	1296.934965
539	1295.355504
540	1294.103299
541	1292.30857
542	1290.990051
543	1289.062909
544	1287.796983
545	1286.132703
546	1284.547333
547	1282.565481
548	1281.598773
549	1280.24137
550	1279.135778
551	1277.902181
552	1276.765348
553	1275.196326
554	1273.579346
555	1271.971072
556	1270.17731
557	1267.964977
558	1266.565175
559	1264.940842
560	1263.398585
561	1262.237725
562	1260.664816
563	1259.185698
564	1258.136763
565	1256.406589
566	1255.148263
567	1253.691282
568	1252.03165
569	1250.840448
570	1249.162298
571	1247.79534
572	1246.40969
573	1245.264994
574	1243.699664
575	1242.468611
576	1241.199135
577	1240.154576
578	1238.413941
579	1237.219995
580	1236.194698
581	1235.084746
582	1234.141725
583	1232.955481
584	1231.406811
585	1230.507954
586	1229.24501
587	1228.232976
588	1227.215214
589	1226.302109
590	1224.624761
591	1222.7344
592	1221.218992
593	1220.015756
594	1218.681826
595	1217.68405
596	1216.476082
597	1215.001122
598	1213.508786
599	1212.191041
600	1211.065039
601	1209.993753
602	1208.807255
603	1207.499551
604	1206.169507
605	1205.252981
606	1204.038034
607	1202.44169
608	1201.46996
609	1200.196479
610	1198.77791
611	1197.677556
612	1196.843112
613	1195.495689
614	1194.182748
615	1193.277154
616	1192.140264
617	1190.912088
618	1189.866516
619	1189.031511
620	1187.8905
621	1186.763225
622	1185.813673
623	1184.620261
624	1183.689796
625	1182.210376
626	1181.296801
627	1180.209244
628	1178.912766
629	1177.79599
630	1176.408204
631	1174.866175
632	1173.502373
633	1171.863865
634	1170.35912
635	1168.923889
636	1167.721069
637	1166.809686
638	1165.511391
639	1164.391263
640	1163.447798
641	1162.664429
642	1161.665075
643	1160.732017
644	1159.491775
645	1158.405828
646	1157.444121
647	1156.633858
648	1155.863468
649	1154.937448
650	1153.908301
651	1152.780223
652	1151.724984
653	1150.989599
654	1149.895755
655	1148.960181
656	1148.085423
657	1147.167478
658	1146.318877
659	1145.519234
660	1144.364473
661	1143.48
662	1142.383241
663	1141.512081
664	1140.459018
665	1139.715698
666	1138.735428
667	1137.689564
668	1136.566577
669	1135.458584
670	1134.120089
671	1133.314135
672	1132.552571
673	1131.519676
674	1130.211756
675	1129.318831
676	1128.573269
677	1127.715745
678	1126.811715
679	1125.917837
680	1125.5233
681	1124.638117
682	1123.651157
683	1122.495205
684	1121.597159
685	1120.246942
686	1119.081184
687	1118.343624
688	1117.208094
689	1116.317619
690	1115.413568
691	1114.659536
692	1113.679336
693	1112.962761
694	1112.06851
695	1111.461071
696	1110.602514
697	1109.748006
698	1108.747912
699	1108.291729
700	1107.973683
701	1107.073526
702	1106.330991
703	1105.292516
704	1104.452579
705	1103.180506
706	1102.011246
707	1101.11873
708	1100.344879
709	1099.241628
710	1098.306715
711	1097.763903
712	1097.586897
713	1096.917636
714	1095.920595
715	1095.760339
716	1094.854356
717	1094.183007
718	1093.977129
719	1093.197517
720	1092.725498
721	1091.63181
722	1090.861237
723	1090.684271
724	1089.090156
725	1088.245116
726	1086.949883
727	1085.995901
728	1085.821785
729	1084.91184
730	1084.01263
731	1083.02509
732	1081.70289
733	1080.54177
734	1079.889483
735	1079.446821
736	1078.609205
737	1078.392368
738	1077.878287
739	1077.262866
740	1076.140934
741	1075.954385
742	1075.211547
743	1074.579515
744	1073.570577
745	1072.691272
746	1072.134786
747	1071.04659
748	1070.520428
749	1070.295326
750	1069.645302
751	1068.558593
752	1068.085607
753	1067.606887
754	1067.046708
755	1066.825645
756	1066.071042
757	1065.039326
758	1064.689118
759	1063.775068
760	1063.541085
761	1062.586465
762	1062.075008
763	1061.847552
764	1061.470414
765	1061.110391
766	1060.921687
767	1060.23186
768	1059.35582
769	1058.900053
770	1058.664836
771	1058.431278
772	1057.484153
773	1056.448409
774	1055.607215
775	1054.921562
776	1054.078793
777	1053.876114
778	1053.729542
779	1052.750698
780	1052.084783
781	1051.875413
782	1051.323557
783	1051.13377
784	1050.562275
785	1050.006786
786	1049.802669
787	1049.596669
788	1049.380112
789	1048.520148
790	1048.325986
791	1048.113979
792	1047.926743
793	1046.952475
794	1045.976781
795	1045.784491
796	1044.845677
797	1044.644637
798	1044.181152
799	1044.006848
800	1042.775098
801	1042.072122
802	1041.862001
803	1041.660768
804	1041.509748
805	1041.346065
806	1040.741752
807	1040.157884
808	1040.002059
809	1039.301031
810	1039.129387
811	1038.322419
812	1038.132397
813	1037.402832
814	1037.220863
815	1036.547915
816	1036.359393
817	1036.163934
818	1035.432795
819	1035.148902
820	1034.341491
821	1034.183858
822	1033.267137
823	1033.090743
824	1032.226775
825	1031.408596
826	1030.86524
827	1030.022542
828	1029.0454
829	1028.171615
830	1027.986184
831	1027.821229
832	1027.686304
833	1026.113377
834	1025.225611
835	1025.049457
836	1024.925838
837	1024.46518
838	1023.619485
839	1023.468691
840	1023.06013
841	1022.903525
842	1022.725279
843	1022.207135
844	1022.078383
845	1021.905693
846	1021.741464
847	1021.57864
848	1021.43632
849	1021.300094
850	1020.537457
851	1020.388069
852	1019.763725
853	1019.64069
854	1019.516415
855	1019.381023
856	1018.322035
857	1017.76053
858	1017.072548
859	1016.01882
860	1015.481194
861	1015.337943
862	1015.188807
863	1014.517345
864	1014.373534
865	1013.44773
866	1012.750542
867	1012.163167
868	1011.355401
869	1010.804421
870	1010.658952
871	1009.839304
872	1009.677693
873	1009.121314
874	1008.9542
875	1008.788258
876	1008.118577
877	1007.126283
878	1006.396505
879	1006.228648
880	1005.10792
881	1004.967514
882	1004.81143
883	1004.650236
884	1004.535255
885	1004.404846
886	1004.269168
887	1004.124808
888	1003.204566
889	1003.092823
890	1002.104817
891	1001.314004
892	1000.494176
893	999.611826
894	999.4628064
895	999.3519666
896	999.2189452
897	999.1091696
898	999.0026705
899	998.8943709
900	997.6795058
901	996.8008612
902	996.6670386
903	995.5844741
904	994.7863295
905	994.6796661
906	994.1081561
907	993.2922094
908	992.505728
909	991.8218564
910	991.0788414
911	990.9310089
912	990.368037
913	990.273182
914	990.1329505
915	989.7184792
916	988.9729451
917	988.1106071
918	987.4711967
919	986.6554734
920	986.5171322
921	986.3874105
922	986.2837958
923	986.1906046
924	986.0477974
925	985.9373188
926	985.1079026
927	984.2474175
928	984.1480394
929	983.5865969
930	983.456582
931	983.3540325
932	983.258004
933	982.6056895
934	982.5054617
935	982.4057244
936	982.3106713
937	981.5290508
938	981.4422069
939	980.7693548
940	979.5926255
941	978.8194079
942	978.1320263
943	978.0294655
944	977.4288589
945	976.8056948
946	975.6206996
947	975.5245724
948	974.8641738
949	973.8699311
950	973.7846001
951	973.6901849
952	973.5643812
953	973.4698756
954	973.3485753
955	972.4748044
956	971.738907
957	971.6195076
958	971.0793174
959	970.0622304
960	968.9242368
961	967.8003346
962	967.1181123
963	967.0264837
964	966.3310112
965	966.2294197
966	965.617479
967	964.9211333
968	963.9377791
969	963.257915
970	962.3265351
971	961.6049024
972	960.7896001
973	960.6887798
974	960.5906101
975	960.4952248
976	959.7948352
977	959.0619937
978	958.9730722
979	958.2776847
980	958.1546489
981	958.0581093
982	957.1761945
983	956.459436
984	956.3459358
985	955.7939153
986	955.6732184
987	954.7750939
988	953.7099664
989	953.1635787
990	952.3698338
991	951.8439431
992	951.2203539
993	951.1338336
994	950.4895705
995	949.8694029
996	949.3397098
997	948.2630713
998	948.1781562
999	948.0739934
